name	CAS_num	aroma	flavor
Geranyl Formate	105-86-2	sharp|sour vegetal floral sharp|bitter	vegetal floral sharp|bitter
Geranyl Hexanoate	10032-02-7	floral dairy	
Geranyl Isobutyrate	2345-26-8	fruity floral sharp|sour	fruity
Geranyl Isovalerate	109-20-6	fruity floral dairy	fruity
Geranyl Phenylacetate	102-22-7	sweet floral brown	sharp|sour fruity floral brown
Geranyl Propionate	105-90-8	sharp|sour fruity floral sharp|bitter	floral sharp|bitter
Geranyl Tiglate	7785-33-3	fruity floral vegetal|herbal	floral
Geranyl Valerate	10402-47-8	fruity floral	savory|meaty fruity floral
Germander Chamaedrys			sharp|bitter
Ghatti Gum	9000-28-6	dairy	
Ginger		fruity sharp|spicy fatty vegetal|herbal	
Ginger Extract	84696-15-1	dairy	sharp|spicy vegetal|herbal
Ginger Oil	8007-08-7	sharp|spicy fatty dairy	
Ginger Oleoresin	8002-60-6	sharp|spicy earthy|woody vegetal|herbal	sharp|spicy earthy|woody vegetal|herbal
Ginseng	84650-12-4	sweet vegetal|herbal	sweet sharp|bitter
Glucose Pentaacetate	3891-59-6		sharp|bitter fruity|citrusy
Glycerol	"8043-29-6
29796-42-7
30049-52-6
37228-54-9
75398-78-6
78630-16-7
8013-25-0
175385-78-1
25618-55-7
64333-26-2
56-81-5"	sweet	
Glycerol Ester Of Rosin	8050-31-5	sharp|sour	
Glycerol Tributyrate	60-01-5	sharp|sour sharp|bitter	sharp|bitter
Glyceryl 5-Hydroxydecanoate	26446-31-1	fatty	
Glyceryl 5-Hydroxydodecanoate	26446-32-2	fatty	
Glyceryl Monooleate	25496-72-4	fatty	
Glyceryl Tripropanoate	139-45-7	dairy	sharp|bitter
Glycine	"32817-15-5
33242-26-1
52955-63-2
57678-19-0
63183-41-5
7490-95-1
87867-94-5
25718-94-9
56-40-6
17829-66-2"	sharp|sour	
Grains Of Paradise		savory|meaty fatty vegetal|herbal	vegetal sharp|spicy
Grape Seed Extract		dairy	vegetal fruity sweet
Grapefruit		savory fruity|citrusy	sharp|bitter fruity|citrusy
Grapefruit Essence Natural			fruity|citrusy
Grapefruit Oil	8016-20-4	fruity|citrusy	vegetal fruity|citrusy
Guaiac (Gum)		floral vegetal|herbal	floral vegetal|herbal
Guaiac Gum Extract	84650-13-5	brown sharp|bitter	sharp|bitter
Guaiac Wood Extract		dairy	
Guaiac Wood Oil		dairy floral earthy|woody vegetal|herbal	
Guaiacol	"8021-39-4
90-05-1
26638-03-9"	savory|cooked	earthy|woody liquorlike
Guaiacyl Acetate	613-70-7		earthy|woody
Guaiacyl Phenylacetate	4112-89-4	savory|cooked earthy|woody sharp|spicy vegetal|herbal	savory|cooked earthy|woody sharp|spicy
Guaiene	"34766-41-1
88-84-6"	earthy sharp|spicy earthy|woody	sharp|spicy earthy|woody
Guaiol Acetate	134-28-1	floral sharp|sour fatty earthy|woody	floral fruity|berry
Guar Gum	9000-30-0	fatty	
Guarana (Gum)	84929-28-2	brown fatty	sharp|bitter brown fatty liquorlike
Gum Arabic, Hydrogen Octenylbutane Dioate	455885-22-0	dairy	vegetal
Heliotropin	120-57-0	floral sharp|spicy	
Hemlock (Spruce)†		sharp|sour brown earthy|woody	
Hemlock Needles And Twig Oil	8008-10-4	earthy|woody	
Hept-2-En-1-Yl Isovalerate		dairy	savory|meaty fruity
Hept-Trans-2-En-1-Yl Acetate	16939-73-4	vegetal fruity	savory|meaty fruity fruity|berry
Heptanal	111-71-7	fatty	
Heptanal Dimethyl Acetal	10032-05-0	earthy|nutty liquorlike	earthy
Heptanal Glyceryl Acetal (Mixed 1,2 And 1,3 Acetals)	1708-35-6	earthy|fungal	earthy|fungal
Heptane-1-Thiol	1639-09-4	vegetal|allium sharp|sulfurous	vegetal|allium fruity savory|meaty
Heptanoic Acid	111-14-8	sharp|sulfurous sharp|sour	
Heptyl Acetate	112-06-1	fruity floral earthy|dry	fruity floral
Heptyl Alcohol	111-70-6	sharp|spicy fatty	sharp|spicy
Heptyl Butyrate	5870-93-9	fruity floral sharp|sour vegetal|herbal	vegetal|herbal
Heptyl Formate	112-23-2	fruity	
Heptyl Heptanoate	624-09-9		earthy|nutty
Heptyl Isobutyrate	2349-13-5	sharp|sour earthy|woody vegetal|herbal	fruity floral
Hexanal	66-25-1	fruity fruity|berry sharp|sour fatty fruity|citrusy	fruity floral
Hexanal	66-25-1	fruity sharp|sour fruity|berry	fruity earthy|woody
Hexanal Dihexyl Acetal	33673-65-3	vegetal	
Hexanoic Acid	142-62-1	vegetal|herbal fruity fruity|berry dairy sharp|sour fatty brown	fatty
Hexyl 2-Furoate	39251-86-0	fruity dairy	
Hexyl 2-Methyl-3(Or 4)-Pentenoate	58625-95-9	fruity	
Hexyl 2-Methylbutyrate	10032-15-2	fruity sharp|sour	fruity sharp|sour fruity|berry
Hexyl 3-Mercaptobutanoate	796857-79-9	fruity sharp|spicy vegetal|herbal	fruity floral
Hexyl Acetate	142-92-7	floral sharp|sulfurous sweet fruity sharp|bitter sharp|sour	sweet fruity floral sharp|bitter
Hexyl Alcohol	"25917-35-5
111-27-3
220713-27-9"	fruity fatty fruity|berry vegetal|herbal	fruity
Hexyl Benzoate	6789-88-4	sharp|sour brown earthy|woody	
Hexyl Butyrate	2639-63-6	fruity	fruity
Hexyl Formate	629-33-4	fruity	
Hexyl Heptanoate	1119-06-8	vegetal|herbal	
Hexyl Hexanoate	6378-65-0	vegetal|herbal	
Hexyl Isobutyrate	2349-07-7	fruity liquorlike	
Hexyl Isothiocyanate	4404-45-9		sharp|spicy vegetal|vegetable earthy|nutty vegetal|herbal
Hexyl Isovalerate	10032-13-0	fruity sharp|sour	
Hexyl Nonanoate	6561-39-3	vegetal floral fruity	floral liquorlike
Hexyl Octanoate	1117-55-1	sharp|sour vegetal fruity	fruity
Hexyl Phenylacetate	5421-17-0	fruity	fruity
Hexyl Propionate	2445-76-3	sharp|sour earthy fruity	fruity sharp|chemical
Hexyl Trans-2-Hexenoate	33855-57-1	fruity	
Hexylamine	111-26-2		savory|meaty fruity starchy
Hickory (Natural) Smoke Flavor	74113-74-9	savory|cooked earthy|woody	vegetal savory|cooked
Hickory Bark Extract		dairy	
Hops Extract		dairy	earthy|woody
Hops Extract Solid	977083-25-2	dairy	
Hops Oil	8007-04-3	floral	vegetal floral earthy|woody
Horehound (Hoarhound)	977001-59-4	sharp|sour brown sharp|bitter	
Horehound Extract	977024-85-3	dairy	
Horsemint		brown fatty vegetal|herbal	
Horseradish	977050-94-4	vegetal sharp|spicy	sharp|spicy
Horseradish Oil		fatty sharp|repugnant	
Hyacinth (Flowers)		floral	
Hyacinth Absolute	8023-94-7	vegetal floral brown	
Hydratropaldehyde	"93-53-8
1340-11-0
34713-70-7"	floral	
Hydrogen Sulfide	7783-06-4	sharp|sulfurous sharp|repugnant	
Hydroquinone Monoethyl Ether	622-62-8	vegetal|herbal	
Hydroxycitronellal	107-75-5	floral	
Hydroxycitronellal Dimethyl Acetal	141-92-4	floral	
Hydroxycitronellol	107-74-4	fruity floral	
Hydroxynonanoic Acid, Δ-Lactone	3301-94-8	sharp|sour earthy|nutty dairy	fatty dairy
Hyssop Extract			sweet
Hyssop Oil	8006-83-5	sharp|spicy vegetal|herbal	vegetal|herbal
Iceland Moss		sharp|bitter	vegetal earthy sharp|bitter
Immortelle (Helichrysum)		fruity floral	
Immortelle Extract	90045-56-0		liquorlike
Indole	120-72-9	floral sharp|sour	
Irish Moss (Carrageen)		vegetal earthy sharp|sour	
Irish Moss Extract (Carrageenan)	9000-07-1	fruity	
Iso-Methyl-Β-Ionone	7784-98-7	floral fruity|berry dairy	floral fruity|berry
Isoamyl 3-(2-Furan)Propionate	7779-67-1	fruity floral sharp|sour	fruity
Isoamyl 4(2-Furan)Butyrate	7779-66-0	sweet fruity dairy fatty brown	
Isoamyl Acetate	123-92-2	sweet fruity sharp|bitter sharp|sour	sweet fruity sharp|bitter
Isoamyl Alcohol	123-51-3	fruity|berry fatty liquorlike	
Isoamyl Benzoate	"94-46-2
54846-63-8"	fruity	
Isoamyl Butyrate	106-27-4	fruity sharp|sour	
Isoamyl Cinnamate	7779-65-9	sharp|sour brown|chocolate brown sharp|bitter	
Isoamyl Formate	110-45-2	fruity fruity|berry	fruity|berry
Isoamyl Hexanoate	2198-61-0	fruity fatty	fruity
Isoamyl Isothiocyanate	628-03-5		starchy
Isoamyl Isovalerate	659-70-1	fruity	fruity
Isoamyl Laurate	6309-51-9	earthy|woody liquorlike	liquorlike starchy|bready
Isoamyl Nonanoate	7779-70-6	fruity sharp|sour earthy|nutty liquorlike	fruity liquorlike
Isoamyl Octanoate	2035-99-6	fruity	
Isoamyl Phenylacetate	102-19-2	floral sweet brown|chocolate sharp|bitter brown	floral brown|chocolate sharp|bitter
Isoamyl Propionate	105-68-0	fruity fatty	sweet fruity sharp|bitter
Isoamyl Pyruvate	7779-72-8	floral sweet fruity liquorlike brown	
Isoamyl Salicylate	"87-20-7
34377-38-3"	floral vegetal|herbal sweet sharp|bitter fatty	floral vegetal|herbal sweet fruity|berry minty sharp|bitter sharp|spicy
Isoborneol	124-76-5	sharp|sour earthy|woody	
Isobornyl Acetate	125-12-2	earthy|woody	sharp|bitter sharp|chemical
Isobornyl Formate	1200-67-5	sharp|sour earthy|woody	
Isobornyl Isovalerate	7779-73-9	earthy|woody vegetal|herbal	
Isobornyl Propionate	2756-56-1	sharp|sour	
Isobutyl 2-Butenoate	589-66-2	fruity sharp|sulfurous sharp|sour	
Isobutyl Acetate	110-19-0	fruity floral sharp|sour	sharp|bitter
Isobutyl Acetoacetate	7779-75-1	fruity liquorlike	fruity
Isobutyl Alcohol	"68989-27-5
78-83-1"	fruity|berry fruity liquorlike	
Isobutyl Angelate	7779-81-9	fruity liquorlike	
Isobutyl Anthranilate	7779-77-3	fruity|citrusy	
Isobutyl Benzoate	120-50-3	vegetal floral	
Isobutyl Butyrate	539-90-2	fruity sharp|sour	fruity liquorlike
Isobutyl Cinnamate	122-67-8	sharp|sour fruity brown	sharp|sour fruity brown fruity|berry
Isobutyl Formate	542-55-2	fruity	liquorlike
Isobutyl Heptanoate	7779-80-8	vegetal	
Isobutyl Hexanoate	105-79-3	fruity brown|chocolate sharp|bitter	fruity
Isobutyl Isobutyrate	97-85-8	fruity	fruity
Isobutyl Isothiocyanate	591-82-2		starchy
Isobutyl Phenylacetate	102-13-6	sharp|sour	sweet floral brown
Isobutyl Propionate	540-42-1	fruity earthy|dry	sharp|bitter
Isobutyl Salicylate	87-19-4	floral sharp|sour vegetal|herbal	sharp|bitter
Isobutyl-2-Furanpropionate	105-01-1	fruity sharp|sour liquorlike	sharp|sour brown liquorlike
Isobutylamine	78-81-9	dairy	savory|meaty fruity starchy
Isobutyraldehyde	"26140-46-5
78-84-2"	sharp|sulfurous vegetal|herbal fruity|berry sharp|sour fatty	
Isobutyric Acid	79-31-2	sharp|sour fatty dairy	fruity sharp|sour fatty dairy
Isoeugenol		floral fatty	
Isoeugenyl Acetate		sharp|sour sharp|spicy vegetal|herbal	
Isoeugenyl Benzyl Ether	120-11-6	floral	
Isoeugenyl Formate	7774-96-1	earthy|woody vegetal|herbal	sharp|spicy
Isoeugenyl Methyl Ether		sharp|bitter vegetal|herbal	sharp|bitter
Isoeugenyl Phenylacetate	120-24-1	brown|vanilla floral vegetal|herbal sweet sharp|spicy brown	fruity sharp|spicy
Isojasmone	11050-62-7	floral	
Isopentylamine	107-85-7	sharp|chemical	
Isophorone	78-59-1	minty earthy|woody vegetal|herbal	vegetal|herbal
Isoprenyl Acetate	5205-07-2	fruity	
Isopropyl 2-Methylbutyrate	66576-71-4	fruity	fruity
Isopropyl Acetate	108-21-4	fruity	fruity
Isopropyl Alcohol	"8013-70-5
67-63-0
5131-95-3"	liquorlike	
Isopropyl Benzoate	939-48-0	fruity	
Isopropyl Butyrate	638-11-9	sharp|sour	
Isopropyl Cinnamate	7780-06-5	fruity sharp|sour	fruity
Isopropyl Formate	625-55-8	fruity	
Isopropyl Hexanoate	2311-46-8	fruity	fruity|berry
Isopropyl Isobutyrate	617-50-5	fruity	
Isopropyl Isothiocyanate	2253-73-8	sharp|spicy	vegetal
Isopropyl Isovalerate	32665-23-9		fruity
Isopropyl Myristate	110-27-0	sharp|sour	
Isopropyl Phenylacetate	4861-85-2	sweet floral brown dairy	sweet floral brown liquorlike
Isopropyl Propionate	637-78-5	sharp|sour	sweet fruity sharp|bitter
Isopropyl Tiglate	1733-25-1	sharp|sulfurous sharp|sour	
Isopropylamine	"85404-24-6
75-31-0"	sharp|chemical	savory|meaty fruity
Isopulegyl Acetate	57576-09-7	minty vegetal|herbal	earthy|woody
Isoquercitrin, Enzymatically Modified	21637-25-2	dairy	
Isoquinoline	119-65-3	sharp|sour brown vegetal|herbal	
Isosafrole (Prohibited)	120-58-1	vegetal|herbal	
Isovaleric Acid	503-74-2		sharp|sour
	977091-61-4	floral sharp|bitter fatty vegetal|herbal	sharp|bitter
Jambu Oleoresin		vegetal sharp|repugnant vegetal|herbal fruity|citrusy	vegetal fatty sharp|repugnant vegetal|herbal
Jasmine		floral sharp|sour	
Jasmine Absolute		dairy vegetal|herbal	
Jasmine Concrete	977125-38-4	floral brown dairy	
Jasmine Oil	8022-96-6	dairy	
Jasmine Spiritus		dairy	
Jasmone	488-10-8	fruity floral	earthy|woody
Juniper (Berries)	977038-80-4	earthy|woody sharp|bitter	earthy|woody sharp|bitter
Juniper Extract		dairy	
Juniper Oil	8002-68-4	sharp|bitter fatty dairy	sharp|bitter
Karaya Gum	9000-36-6	savory|meaty sharp|sour dairy	
	977001-75-4	sharp|sour	sharp|salty
Kola Nut (Cola Nut)		sharp|sour	vegetal sharp|bitter earthy|nutty
Kola Nut Extract	68916-19-8	earthy brown	vegetal|herbal brown|chocolate earthy|woody sharp|bitter earthy|nutty
L- And Dl-Alanine			vegetal
L-Arginine		sharp|sour	vegetal
L-Aspartic Acid	"39162-75-9
6899-03-2
27881-03-4
181119-34-6
221628-95-1
25608-40-6
26834-87-7
181119-33-5"	sharp|sour	sharp|sour savory
L-Bornyl Acetate	5655-61-8	sharp|sour brown vegetal|herbal	savory|meaty floral fruity sharp|sour brown
L-Carvyl Propionate	97-45-0	minty fruity vegetal|herbal	fruity minty vegetal|herbal
L-Cysteine	62488-11-3	sharp|sulfurous sharp|sour	
L-Glutamic Acid	"26717-13-5
84960-48-5
24938-00-9
25513-46-6"	sharp|sour starchy|bready	savory|meaty
L-Glutamine	"56-85-9
26700-71-0
32640-56-5"	sweet earthy vegetal|vegetable	
L-Histidine	"184709-11-3
4998-57-6
7006-35-1
71-00-1"		sharp|bitter
L-Leucine	"71000-80-1
21675-61-6
25248-98-0
70-45-1"		sharp|bitter
L-Lysine	"26714-32-9
25104-18-1
6899-06-5
280114-50-3
48050-57-3
12798-06-0
20166-34-1"		vegetal
L-Malic Acid	97-67-6	sweet sharp|sour	sharp|sour
L-Menthol Ethylene Glycol Carbonate		minty vegetal|herbal	
L-Menthone 1,2-Glycerol Ketal	63187-91-7		minty vegetal|herbal
L-Menthyl Acetate	16409-45-3	minty floral vegetal|herbal	minty vegetal|herbal
L-Menthyl Acetoacetate	59557-05-0		fruity
L-Menthyl Lactate	59259-38-0	vegetal|herbal	
L-Ornithine Monochlorohydrate/Ornithine	3184-13-2		savory|meaty
L-Phenylalanine	"5297-02-9
67675-33-6
10549-09-4"	sharp|bitter	sharp|bitter
L-Piperitone		vegetal|herbal	
L-Proline	147-85-3	sharp|sour	
Labdanum		sharp|sour brown fatty	
Labdanum Absolute		dairy	
Labdanum Oil	8016-26-0	floral vegetal|herbal dairy minty sharp|sour fatty vegetal|vegetable brown	
Labdanum Oleoresin		dairy	
Lactic Acid	"598-82-3
152-36-3
26100-51-6
31587-11-8
50-21-5
10326-41-7
1715-99-7"		sharp|sour
Lactylated Fatty Acid Esters Of Glycerol And Propylene Glycol	444004-59-5	fatty	
Laurel Bay Leaves Extract	84603-73-6	savory|meaty	
Laurel Bay Leaves Oil	8007-48-5	fatty dairy	fatty
Laurel*		fruity sharp|spicy fruity|berry dairy	sharp|spicy
Lauric Acid	143-07-7	sharp|sour vegetal|herbal	savory
Lauric Aldehyde	112-54-9	sharp|bitter floral sharp|sour sharp|chemical	floral fruity earthy|woody sharp|bitter sharp|chemical
Lauryl Acetate	112-66-3	vegetal|herbal fruity|citrusy	
Lauryl Alcohol	112-53-8	vegetal|herbal	
Lavandin		floral sharp|sour vegetal|herbal	
Lavandin Oil	8022-15-9	earthy floral fatty dairy	
Lavender		floral vegetal|herbal	
Lavender Absolute		dairy	
Lavender Concrete		dairy vegetal|herbal	
Lavender Oil		dairy	
Lavender Spike		floral vegetal|herbal	
Lavender Spike Oil	8016-78-2	earthy floral dairy vegetal|herbal	
Lemon Extract	84929-31-7	fatty dairy	
Lemon Oil	8008-56-8	dairy	
Lemon Oil Petitgrain	8048-51-9	vegetal dairy	
Lemon Oil, Terpeneless	68648-39-5	floral fatty	
Lemon Peel Extract		vegetal|herbal	
Lemon Peel Granules		sharp|sour sharp|spicy	sharp|sour sharp|bitter fruity|citrusy
Lemon Verbena		sharp|sour fruity|citrusy	
Lemongrass		sharp|sour fruity|citrusy	
Lemongrass Oil	8007-02-1	brown sharp|sour fruity|citrusy	fruity|citrusy
Levulinic Acid	123-76-2	sweet brown	sharp|sour liquorlike
Licorice	977004-31-1	dairy	
Licorice Extract	68916-91-6	dairy	
Licorice Extract Powder		dairy	
Lime Oil Distilled	8008-26-2	dairy	fruity|citrusy
Lime Oil Expressed	977059-80-5		sweet
Lime Oil Terpeneless	68916-84-7	fruity	sharp|sour fruity|citrusy
Limonene (D-, L-, And Dl-)	5989-27-5	sharp|sour fatty sharp|chemical fruity|citrusy	
Linaloe		floral	
Linaloe Wood Oil		floral fatty dairy	
Linalool	"11024-20-7
78-70-6
22564-99-4"	vegetal floral	
Linalool Oxide	1365-19-1	earthy floral earthy|woody	
Linalyl Acetate	115-95-7	floral fruity|citrusy	floral
Linalyl Anthranilate	7149-26-0	floral fruity|citrusy	fruity|citrusy
Linalyl Benzoate	126-64-7	sharp|sour floral brown	
Linalyl Butyrate	78-36-4	fruity	fruity floral
Linalyl Cinnamate		floral	sharp|sour fruity brown
Linalyl Formate	115-99-1	fruity floral sharp|sour fruity|citrusy	floral sweet fruity sharp|bitter fruity|citrusy
Linalyl Hexanoate	7779-23-9	fruity	fruity
Linalyl Isobutyrate	"94265-99-3
94022-07-8
78-35-3
94346-07-3"	fruity floral	floral fruity|berry
Linalyl Isovalerate	1118-27-0	fruity sharp|sour	fruity
Linalyl Octanoate	10024-64-3	fruity vegetal|herbal	fruity
Linalyl Phenylacetate	7143-69-3	floral	
Linalyl Propionate	144-39-8	floral fatty fruity|citrusy	floral fatty fruity|berry fruity|citrusy
Linden (Leaves)			sweet
Linden Flowers			brown
Litsea Cubeba (Berry Oil)	68855-99-2	dairy sharp|sour fruity|citrusy	sharp|sour fruity|citrusy
Lovage	977048-47-7	fatty vegetal|vegetable dairy	fatty vegetal|vegetable
Lovage Extract	977091-63-6	dairy	vegetal|vegetable
Lovage Oil	8016-31-7	vegetal|vegetable dairy	vegetal|vegetable
Lungmoss	977022-85-7		sharp|bitter
M-Cresol	108-39-4	sharp|spicy earthy|dry sharp|chemical	earthy|dry savory|cooked earthy|nutty
M-Dimethoxybenzene	151-10-0	earthy earthy|nutty	
Mace Oil	8007-12-3	dairy brown fatty vegetal|herbal	brown vegetal|herbal
Mace Oleoresin		dairy	
Maidenhair Fern			vegetal|herbal
Malt Extract	8002-48-0	vegetal savory	vegetal starchy
Maltol	118-71-8	sweet fruity fruity|berry sharp|sour brown	
Maltol Propionate	68555-63-5	fruity|berry	fruity|berry
Maltyl Isobutyrate	65416-14-0	fruity	fruity|berry
Mandarin (Tangerine)		vegetal sharp|sour fruity|citrusy	sweet sharp|sour fatty fruity|citrusy
Mandarin (Tangerine) Oil		dairy fruity|citrusy	
Mandarin Oil	8008-31-9	dairy fruity|citrusy	
Mandarin Oil, Petitgrain		fruity fatty dairy	
Maple (Mountain) Bark			sharp|bitter
Maple (Mountain) Extract Solid		dairy	
Marigold, Pot		dairy floral sharp|bitter vegetal|herbal	sharp|bitter
Marjoram Oleoresin		dairy	
Marjoram Seed		savory|meaty	
Marjoram, Pot		vegetal earthy|woody sharp|bitter	sharp|bitter
Marjoram, Sweet		savory|meaty sharp|spicy sharp|bitter vegetal|herbal	sharp|bitter
Marjoram, Sweet Oil	8015-01-8	fatty dairy	vegetal|herbal
Massoia Bark Oil (Cryptocarya Massoio)	85085-26-3	fruity brown fatty	fruity earthy|woody dairy fatty brown
Maté (Leaves)		vegetal sharp|bitter vegetal|herbal	vegetal sharp|bitter fatty
Maté Absolute	68916-96-1	vegetal vegetal|herbal	fruity savory|cooked earthy|woody
Melilotus		vegetal floral	
Mentha Arvensis		minty vegetal|herbal	minty vegetal|herbal
Menthol	"20747-49-3
1490-04-6
491-02-1
15356-70-4
63975-60-0"	minty vegetal|herbal	vegetal
Menthone	"17627-49-5
7786-64-3
89-80-5
36977-92-1
491-07-6
10458-14-7
39307-52-3
1074-95-9"	minty vegetal|herbal	vegetal|herbal
Menthyl Isovalerate			fruity sharp|bitter earthy|woody vegetal|herbal
Menthyl Valerate	8003-25-6	fruity vegetal|herbal	savory|meaty fruity
Mesquite Wood Extract	93165-66-3	savory|cooked sharp|spicy	savory|meaty savory|cooked
Methionyl Butyrate	16630-60-7	vegetal|vegetable	vegetal|vegetable
Methoxydihydrocitronellal	3613-30-7	floral	
Methoxypyrazine	3149-28-8	vegetal|herbal brown|chocolate sharp|bitter vegetal|vegetable earthy|nutty liquorlike earthy	
Methyl (E)-2-(Z)-4-Decadienoate	4493-42-9	fruity sharp|sour vegetal|herbal fruity|citrusy	
Methyl (Methylthio)Acetate	16630-66-3	fruity	
Methyl 1-Acetoxycyclohexyl Ketone	52789-73-8	sweet fruity floral brown	
Methyl 10-Undecenoate	"25339-67-7
111-81-9"		fatty
Methyl 2-Hexenoate		earthy fruity sharp|repugnant	fruity
Methyl 2-Hydroxy-4-Methylpentanoate	40348-72-9	fruity sharp|repugnant	
Methyl 2-Methyl-2-Propenoate	"9065-11-6
80-62-6
162221-54-7
220713-32-6"	fruity	
Methyl 2-Methyl-3-Furyl Disulfide	65505-17-1	savory|meaty savory|cooked sharp|sulfurous	vegetal|allium savory|cooked sharp|sulfurous savory|meaty
Methyl 2-Methylpentanoate	2177-77-7	fruity earthy|nutty fruity|berry	fruity
Methyl 2-Methylthiobutyrate	42075-45-6		sharp|sulfurous
Methyl 2-Nonynoate	111-80-8	floral sharp|sour	fruity floral
Methyl 2-Thiofuroate	13679-61-3	vegetal|allium savory|cooked	
Methyl 2-Undecynoate	10522-18-6	floral	floral
Methyl 3-(Methylthio)Butanoate		dairy	
Methyl 3-Hydroxyhexanoate		fruity liquorlike dairy	
Methyl 3-Mercaptobutanoate	54051-19-3	vegetal|allium	vegetal|allium
Methyl 3-Nonenoate	13481-87-3	fruity	
Methyl 4-Pentenoate	818-57-5	fruity	
Methyl 9-Undecenoate	5760-50-9	liquorlike	liquorlike
Methyl Acetate	79-20-9	sharp|sour fruity sharp|bitter sharp|salty	fruity sharp|bitter
Methyl Anisate	121-98-2	vegetal|herbal	fruity earthy|woody sharp|spicy vegetal|herbal
Methyl Anthranilate	134-20-3	sharp|sour sharp|sulfurous sharp|bitter fruity|citrusy	sharp|bitter
Methyl Benzoate	93-58-3	fruity	
Methyl Benzyl Disulfide	699-10-5	sharp|sulfurous	vegetal sharp|sulfurous sharp|chemical
Methyl Butyrate	623-42-7	fruity	fruity
Methyl Cinnamate	103-26-4	sharp|sour fruity brown fruity|berry	fruity|berry
Methyl Cis-3-Hexenoate	13894-62-7	fruity floral	fruity floral
Methyl Cis-5-Octenoate		brown dairy	
Methyl Citronellate	2270-60-2	fruity liquorlike	
Methyl Cyclohexadiene And Methylene Cyclohexene Mixture	30640-46-1	sharp|sour fruity|citrusy	vegetal
Methyl Dihydrojasmonate	24851-98-7	fruity floral	
Methyl Disulfide	624-92-0	vegetal|allium	
Methyl Ethyl Sulfide	624-89-5	sharp|sulfurous vegetal|vegetable	savory|meaty sharp|sulfurous sharp|chemical
Methyl Furfuryl Disulfide	57500-00-2		vegetal fruity fruity|berry
Methyl Furoate	611-13-2	fruity sharp|repugnant earthy|fungal	vegetal|herbal fruity brown|chocolate starchy|bready sharp|bitter sharp|sour sharp|chemical
Methyl Heptanoate	106-73-0	fruity fruity|berry	fruity|berry
Methyl Hexanoate	106-70-7	fruity	
Methyl Hexyl Ether	4747-07-3	fruity floral vegetal|herbal	fruity vegetal|herbal
Methyl Isobutyrate	547-63-7	fruity sharp|sour	fruity
Methyl Isopentyl Disulfide	72437-56-0	savory|cooked brown	savory|meaty savory|cooked
Methyl Isothiocyanate	556-61-6	sharp|spicy	savory|meaty fatty
Methyl Isovalerate	556-24-1	fruity sharp|bitter vegetal|herbal	fruity sharp|bitter
Methyl Jasmonate	1211-29-6	floral vegetal|herbal	floral
Methyl Laurate	111-82-0	sharp|sulfurous floral sharp|sour liquorlike	
Methyl Mercaptan	"74-93-1
63933-47-1
17719-48-1"	sharp|repugnant vegetal vegetal|vegetable fatty vegetal|allium	sharp|sulfurous savory
Methyl Myristate	124-10-7	floral sweet sharp|sour vegetal|allium brown	
Methyl N,N-Dimethylanthranilate	10072-05-6	vegetal fruity	savory|meaty fruity fruity|citrusy
Methyl N-Acetylanthranilate	2719-08-6	fruity	savory|meaty fruity floral
Methyl N-Formylanthranilate	41270-80-8	fruity	savory|meaty fruity
Methyl Nicotinate	"93-60-7
123574-61-8"	sweet brown earthy|nutty vegetal|herbal	
Methyl Nonanoate	1731-84-6	brown liquorlike	brown liquorlike
Methyl O-Methoxybenzoate	606-45-1	fruity liquorlike vegetal|herbal	fruity sharp|repugnant vegetal|herbal
Methyl Octanoate	111-11-5	fruity fruity|citrusy	fruity
Methyl P-Hydroxybenzoate	99-76-3	sweet	
Methyl P-Tert-Butylphenylacetate	3549-23-3	savory|meaty sharp|repugnant savory|cooked earthy|woody sharp|sour	vegetal savory|cooked dairy
Methyl Phenethyl Ether	3558-60-9	floral	
Methyl Phenyl Sulfide	100-68-5		sharp|spicy earthy|dry earthy|woody
Methyl Phenylacetate	101-41-7	sweet floral brown	sweet floral brown
Methyl Propionate	554-12-1	fruity liquorlike	fruity|berry liquorlike
Methyl Propyl Disulfide	2179-60-4	vegetal|allium sharp|sulfurous sharp|salty vegetal|herbal	vegetal|allium
Methyl Propyl Trisulfide	17619-36-2	vegetal|allium vegetal|herbal	vegetal|allium
Methyl Salicylate	119-36-8	sharp|sour minty sharp|spicy vegetal|herbal	
Methyl Sorbate	689-89-4	fruity vegetal|herbal	fruity
Methyl Sulfide	"75-18-3
31533-72-9"	sharp|sulfurous vegetal|vegetable	vegetal fruity sharp|sulfurous fruity|berry
Methyl Thiobutyrate	2432-51-1	sharp|sulfurous sharp|sour vegetal|vegetable	vegetal fruity sharp|repugnant
Methyl Trans-2-Octenoate	2396-85-2	fruity	fruity
Methyl Valerate	624-24-8	fruity	fruity
Methyl Β-Naphthyl Ketone		fruity floral	fruity floral fruity|berry
Methyl-2-Methylbutyrate	868-57-5	fruity sharp|sour	fruity
Methyl-2-Nonenoate	111-79-5	floral	
Methyl-2-Octynoate	111-12-6	floral sharp|sour liquorlike	fruity|berry liquorlike
Methyl-2-Pyrrolyl Ketone	1072-83-9	savory|cooked earthy|nutty starchy|bready	savory|cooked earthy|nutty
Methyl-3-Hexenoate	2396-78-3		vegetal fruity
Methyl-3-Methylthiopropionate	13532-18-8	vegetal|allium sharp|sour	vegetal fruity
